Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
10,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Cuban,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
47,0,College,Part-Time (Usually Part-Time),30,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,Elementary(1-6),Full-Time,0,Agriculture,Farming & Forestry & Fishing,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Nonfiler
41,0,College,Children or Armed Forces,4,Transportation,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
64,0,High,Children or Armed Forces,52,Hospitals,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,High,Full-Time,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
61,0,Middle (7-8),Children or Armed Forces,52,Retail,Sales,White, Other Spanish,Married,Spouse of householder,Native (Born in Puerto Rico or US Outlying),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
25,0,High,Full-Time,50,Transportation,Handlers/Cleaners,Other, Mexican (Mexicano),Married,Householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
39,1,High,Children or Armed Forces,48,Personal Services (except Private Household),Sales,White, All other,Divorced,Householder,Native,US,US,US,Single
41,1,College,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Other relative of householder,Native,US,US,US,Head of Household (HOH)
50,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,1,High,Children or Armed Forces,45,Entertainment,Professional,White, All other,Single,Child under 18 never married,Native,US,US,US,Single
44,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Separated,Householder,Native,US,US,US,Single
18,1,High,Full-Time,50,Retail,Services,Black, All other,Single,Child 18 or older,Native,US,US,US,Single
32,1,College,Children or Armed Forces,45,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
19,1,High,Children or Armed Forces,20,Medical (except Hospitals),Services,White, All other,Single,Other relative of householder,Native,US,US,US,Single
48,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Separated,Child 18 or older,Native,US,US,US,Single
7,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
63,1,High,Choice Part-Time,52,Medical (except Hospitals),Services,Black, All other,Separated,Householder,Native,US,US,US,Single
63,1,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
42,0,High,Full-Time,52,Manufacturing (Durable),Transportation,Native American/Aleut/Eskimo, All other,Single,Householder,Native,US,US,US,Single
19,1,High,Children or Armed Forces,30,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
58,1,High,Children or Armed Forces,13,Communications,Sales,White, All other,Divorced,Other relative of householder,Native,US,US,US,Single
10,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,US,US,Nonfiler
23,0,High Freshman,Children or Armed Forces,52,Business & Repair,Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
23,0,College,Children or Armed Forces,32,Transportation,Handlers/Cleaners,Black, All other,Single,Householder,Native,US,US,US,Single
7,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
43,1,High,Not Working,0,Not in universe or children,Unknown,Black, All other,Separated,Nonrelative of householder,Native,US,US,US,Nonfiler
58,1,High,Children or Armed Forces,52,Education,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
65,1,College,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
47,0,High,Full-Time,52,Construction,Craft & Repair,White, Other Spanish,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
0,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
31,0,College,Choice Part-Time,34,Construction,Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single
41,0,High,Full-Time,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
53,1,College,Full-Time,52,Medical (except Hospitals),Management,White, All other,Widowed,Householder,Foreign-born (Naturalized US Citizen),North America,Europe,Europe,Single
46,0,Associates degree (Academic),Full-Time,52,Other professional services,Technicians & Support,White, All other,Divorced,Child 18 or older,Native,US,US,US,Single
54,1,High,Full-Time,52,Hospitals,Services,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
28,1,Bachelors degree,Children or Armed Forces,52,Social Services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
58,1,High,Children or Armed Forces,24,Personal Services (except Private Household),Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
1,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Central or South American,Single,Other relative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Nonfiler
21,0,College,Full-Time,52,Personal Services (except Private Household),Machine Operators & Inspectors,White, Mexican-American,Single,Child 18 or older,Native,US,US,US,Single
9,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
45,0,High Freshman,Full-Time,51,Construction,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
67,0,Middle (7-8),Full-Time,40,Education,Transportation,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,Europe,US,Nonfiler
69,0,High,Children or Armed Forces,52,Other professional services,Professional,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
44,0,College,Children or Armed Forces,45,Business & Repair,Admin Support (include Clerical),Asian/Pacific, All other,Divorced,Householder,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Single
75,0,Elementary(1-6),Children or Armed Forces,32,Medical (except Hospitals),Craft & Repair,White, Cuban,Divorced,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Single
46,0,High,Children or Armed Forces,51,Manufacturing (Durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single
20,1,College,Children or Armed Forces,10,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
24,0,High,Full-Time,52,Retail,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
40,1,High,Children or Armed Forces,52,Other professional services,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
14,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,US,US,Nonfiler
66,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,Europe,US,Nonfiler
47,0,High,Full-Time,52,Business & Repair,Admin Support (include Clerical),Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
69,1,College,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
3,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
57,1,Associates degree (Vocational),Children or Armed Forces,52,Medical (except Hospitals),Professional,White, All other,Widowed,Householder,Native,US,US,US,Single
60,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Widowed,Householder,Native,US,US,US,Nonfiler
18,1,High,Not Working,10,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
7,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
20,1,College,Children or Armed Forces,30,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,0,College,Seeking Part-Time,52,Business & Repair,Transportation,White, All other,Single,Child 18 or older,Native,US,US,US,Single
13,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
55,1,High,Part-Time (Usually Part-Time),52,Education,Services,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
22,1,Associates degree (Vocational),Choice Part-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,College,Full-Time,12,Education,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
36,0,Bachelors degree,Children or Armed Forces,4,Manufacturing (Durable),Technicians & Support,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
49,1,High,Children or Armed Forces,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
27,0,High,Children or Armed Forces,48,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,0,High,Full-Time,50,Construction,Craft & Repair,Native American/Aleut/Eskimo, All other,Single,Householder,Native,US,US,US,Single
63,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
71,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
18,1,High,Not Working,52,Not in universe or children,Unknown,Black, All other,Single,Child 18 or older,Native,US,US,US,Single
47,1,Middle (7-8),Full-Time,52,Wholesale,Farming & Forestry & Fishing,Other, Mexican (Mexicano),Married,Spouse of householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
48,1,High,Full-Time,0,Social Services,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Nonfiler
22,1,High,Full-Time,52,Retail,Craft & Repair,Native American/Aleut/Eskimo, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
57,1,High,Children or Armed Forces,52,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
39,1,Bachelors degree,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,1,Associates degree (Academic),Children or Armed Forces,52,Retail,Management,White, All other,Single,Householder,Native,US,North America,US,Single
63,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,0,College,Children or Armed Forces,52,Agriculture,Farming & Forestry & Fishing,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
58,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
37,1,College,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
31,1,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
48,0,High,Full-Time,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
26,0,College,Full-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,0,Associates degree (Vocational),Children or Armed Forces,25,Construction,Craft & Repair,White, All other,Single,Other relative of householder,Native,US,US,US,Single
30,0,Bachelors degree,Children or Armed Forces,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
39,0,High,Children or Armed Forces,33,Construction,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
65,0,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,White, Other Spanish,Married,Householder,Native,US,US,US,Nonfiler
28,0,High,Full-Time,49,Retail,Sales,White, All other,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
34,0,High,Children or Armed Forces,52,Transportation,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,0,High,Children or Armed Forces,52,Wholesale,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
14,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, Puerto Rican,Single,Child under 18 never married,Native,US,US,North America,Nonfiler
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
41,1,High,Children or Armed Forces,52,Retail,Services,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,College,Full-Time,52,Retail,Transportation,White, All other,Single,Householder,Native,US,US,US,Single
60,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,0,Masters degree,Full-Time,26,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
6,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
21,0,High,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single
35,0,Bachelors degree,Full-Time,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,1,College,Full-Time,12,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
27,0,Professional degree,Full-Time,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
31,0,High,Full-Time,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
86,0,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),US,US,US,Married Filling Jointly both over 65 (MFJ)
25,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,North America,Nonfiler
5,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
48,0,Associates degree (Vocational),Choice Part-Time,52,Utilities & Sanitary,Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single
26,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
19,1,College,Children or Armed Forces,52,Social Services,Services,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
3,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Asian/Pacific, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
38,0,Bachelors degree,Children or Armed Forces,52,Manufacturing (Non-durable),Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
30,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,0,Associates degree (Vocational),Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single
47,0,College,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,1,College,Children or Armed Forces,26,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,1,College,Children or Armed Forces,45,Transportation,Technicians & Support,White, All other,Single,Group Quarters- Secondary individual,Native,US,US,US,Single
67,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, Other Spanish,Widowed,Householder,Foreign-born (Naturalized US Citizen),North America,US,US,Nonfiler
35,1,High,Choice Part-Time,52,Public Administration,Protective Services,Black, All other,Married,Other relative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
45,0,Bachelors degree,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
46,1,High,Full-Time,26,Other professional services,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,0,Middle (7-8),Children or Armed Forces,52,Finance Insurance & Real Estate,Farming & Forestry & Fishing,White, All other,Single,Nonrelative of householder,Native,US,Europe,US,Single
31,1,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married (Armed Force Spouse),Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
22,0,High,Not Working,0,Not in universe or children,Unknown,White, Puerto Rican,Single,Other relative of householder,Native,US,North America,North America,Nonfiler
67,1,Bachelors degree,Children or Armed Forces,0,Retail,Sales,White, All other,Widowed,Other relative of householder,Native,US,US,US,Nonfiler
41,1,Bachelors degree,Full-Time,52,Social Services,Services,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
46,0,High,Children or Armed Forces,52,Public Administration,Management,White, All other,Divorced,Householder,Native,US,US,US,Single
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
33,1,College,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,1,College,Children or Armed Forces,52,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
25,1,High,Children or Armed Forces,40,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
4,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
46,1,Bachelors degree,Full-Time,48,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
50,0,Bachelors degree,Children or Armed Forces,52,Manufacturing (Non-durable),Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,0,High,Children or Armed Forces,12,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
50,1,High,Children or Armed Forces,36,Education,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
40,1,College,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
18,1,High,Full-Time,52,Manufacturing (Non-durable),Admin Support (include Clerical),White, All other,Single,Child 18 or older,Foreign-born (Non-US Citizen),US,US,US,Single
18,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
36,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
16,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,South America,Asia,Nonfiler
55,0,Masters degree,Children or Armed Forces,24,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,Europe,US,Married Filling Jointly both under 65 (MFJ)
67,1,High,Children or Armed Forces,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
73,1,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Nonfiler
60,0,Associates degree (Vocational),Full-Time,52,Other professional services,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
26,0,High,Children or Armed Forces,52,Wholesale,Sales,White, All other,Divorced,Householder,Native,US,US,US,Single
35,0,High,Children or Armed Forces,52,Entertainment,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Child 18 or older,Native,US,US,US,Single
18,1,College,Seeking Part-Time,24,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
24,1,College,Children or Armed Forces,0,Retail,Sales,Black, All other,Married (Armed Force Spouse),Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
16,0,High Freshman,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
44,0,Bachelors degree,Children or Armed Forces,52,Business & Repair,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
72,1,Professional degree,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),US,US,US,Married Filling Jointly both over 65 (MFJ)
23,0,High,Full-Time,23,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
18,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Services,White, Mexican-American,Single,Child 18 or older,Native,US,North America,North America,Single
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
23,0,College,Full-Time,36,Retail,Services,White, All other,Single,Child 18 or older,Native (Born Abroad),US,US,US,Single
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
30,1,Masters degree,Children or Armed Forces,52,Other professional services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,1,Masters degree,Children or Armed Forces,52,Public Administration,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,0,High,Not Working,10,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
46,1,Associates degree (Vocational),Children or Armed Forces,41,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,1,High,Full-Time,40,Construction,Sales,White, All other,Married,Householder,Native,US,US,Europe,Married Filling Jointly both under 65 (MFJ)
52,0,Associates degree (Vocational),Children or Armed Forces,32,Medical (except Hospitals),Services,White, NA,Divorced,Householder,Native,US,US,US,Single
38,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,1,College,Full-Time,52,Education,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
15,0,High Freshman,Full-Time,28,Retail,Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Single
81,1,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,Native American/Aleut/Eskimo, All other,Married,Spouse of householder,Native,US,US,US,Nonfiler
59,0,High,Choice Part-Time,52,Construction,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,0,High,Full-Time,40,Construction,Handlers/Cleaners,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
53,0,College,Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
22,0,High,Children or Armed Forces,52,Retail,Handlers/Cleaners,White, All other,Single,Householder,Native,US,US,US,Single
36,0,College,Full-Time,51,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,1,College,Full-Time,52,Hospitals,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,0,High,Children or Armed Forces,52,Wholesale,Transportation,White, All other,Single,Child 18 or older,Native,US,US,US,Single
49,1,Bachelors degree,Children or Armed Forces,52,Manufacturing (Durable),Professional,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
40,1,High,Children or Armed Forces,50,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,0,Bachelors degree,Children or Armed Forces,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
38,1,High,Full-Time,52,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,0,High,Full-Time,52,Retail,Management,White, All other,Single,Child 18 or older,Native,US,US,US,Single
46,1,Associates degree (Academic),Full-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Separated,Householder,Native,US,US,US,Single
44,1,High,Full-Time,52,Business & Repair,Services,Black, All other,Divorced,Householder,Native,US,US,US,Single
44,1,Bachelors degree,Full-Time,3,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Spouse of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
