ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Income
TRAIN_13680,40,0,,Full-Time,49,Education,Protective Services,White, All other,Divorced,Householder,Native,US,US,US,Single,1135
TRAIN_13682,26,0,High,Children or Armed Forces,52,Manufacturing (Durable),Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single,850
TRAIN_13684,28,1,High,Full-Time,52,Medical (except Hospitals),Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),724
TRAIN_13685,17,1,High,Children or Armed Forces,26,Social Services,Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Single,435
TRAIN_13686,37,1,,Full-Time,52,Social Services,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),725
TRAIN_13688,18,0,High,Children or Armed Forces,20,Entertainment,Sales,White, Mexican-American,Single,Householder,Native,US,US,US,Single,425
TRAIN_13689,26,0,Elementary(1-6),Full-Time,52,Agriculture,Farming & Forestry & Fishing,White, Mexican (Mexicano),Married (Spouse Absent),Other relative of householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Single,500
TRAIN_13690,41,1,,Full-Time,37,Business & Repair,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_13691,28,0,High,Full-Time,52,Manufacturing (Non-durable),Management,Other, Other Spanish,Single,Other relative of householder,Foreign-born (Non-US Citizen),Nicaragua,Nicaragua,Nicaragua,Single,0
TRAIN_13692,40,1,,Choice Part-Time,52,Social Services,Transportation,Native American/Aleut/Eskimo, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13694,19,1,High,Full-Time,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,450
TRAIN_13696,35,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13698,49,0,High,Full-Time,52,Business & Repair,Craft & Repair,Native American/Aleut/Eskimo, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1950
TRAIN_13699,37,1,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_13700,38,1,,Children or Armed Forces,52,Education,Farming & Forestry & Fishing,White, All other,Separated,Householder,Native,US,US,US,Single,465
TRAIN_13701,42,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1335
TRAIN_13703,36,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),550
TRAIN_13704,38,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1250
TRAIN_13705,39,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1150
TRAIN_13706,23,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single,800
TRAIN_13707,51,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13708,39,0,,Full-Time,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1255
TRAIN_13709,39,1,High,Full-Time,40,Retail,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),615
TRAIN_13710,54,1,,Children or Armed Forces,52,Other professional services,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13712,52,1,,Children or Armed Forces,52,Medical (except Hospitals),Technicians & Support,White, All other,Divorced,Householder,Native,US,US,US,Single,800
TRAIN_13713,22,0,High,Full-Time,52,Personal Services (except Private Household),Transportation,White, All other,Married (Spouse Absent),Nonrelative of householder,Native (Born Abroad),Germany,US,US,Single,0
TRAIN_13714,56,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_13715,43,1,,Full-Time,52,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_13716,52,0,High,Children or Armed Forces,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2500
TRAIN_13717,51,1,,Full-Time,52,Finance Insurance & Real Estate,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13718,41,0,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1035
TRAIN_13719,22,1,,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Householder,Native,US,US,US,Single,430
TRAIN_13720,44,1,,Children or Armed Forces,2,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),623
TRAIN_13721,55,1,,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_13723,45,0,High,Full-Time,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2000
TRAIN_13724,20,1,High,Children or Armed Forces,40,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_13725,47,0,High,Children or Armed Forces,37,Utilities & Sanitary,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),800
TRAIN_13726,44,0,,Children or Armed Forces,42,Construction,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_13727,34,0,,Children or Armed Forces,52,Hospitals,Services,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_13728,43,0,High,Part-Time (Usually Full-Time),40,Construction,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_13729,40,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1493
TRAIN_13730,39,1,High,Children or Armed Forces,52,Retail,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_13731,35,0,,Full-Time,52,Transportation,Craft & Repair,White, All other,Single,Householder,Native (Born Abroad),Unknown,US,US,Single,1300
TRAIN_13732,26,1,High,Children or Armed Forces,52,Business & Repair,Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),550
TRAIN_13734,46,0,,Full-Time,52,Finance Insurance & Real Estate,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13735,41,1,,Children or Armed Forces,20,Retail,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13736,49,1,,Children or Armed Forces,52,Forestry & Fisheries,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),825
TRAIN_13737,27,0,,Children or Armed Forces,52,Business & Repair,Transportation,White, Other Spanish,Married,Child 18 or older,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13740,50,1,,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13741,68,1,High,Children or Armed Forces,10,Social Services,Admin Support (include Clerical),White, All other,Widowed,Householder,Native,US,US,US,Nonfiler,0
TRAIN_13742,50,1,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1025
TRAIN_13744,41,1,,Children or Armed Forces,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),800
TRAIN_13745,30,1,,Children or Armed Forces,39,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),725
TRAIN_13747,20,1,,Children or Armed Forces,16,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,200
TRAIN_13749,39,1,High,Choice Part-Time,52,Transportation,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1550
TRAIN_13750,46,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),585
TRAIN_13751,26,0,High,Children or Armed Forces,16,Retail,Services,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,435
TRAIN_13752,48,0,,Full-Time,52,Public Administration,Professional,White, All other,Separated,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_13753,38,0,High,Children or Armed Forces,52,Wholesale,Craft & Repair,White, Central or South American,Married,Householder,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_13754,38,0,,Full-Time,52,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2200
TRAIN_13755,32,1,High,Children or Armed Forces,52,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13756,29,0,High,Children or Armed Forces,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13757,73,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ),0
TRAIN_13758,31,0,,Full-Time,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1600
TRAIN_13759,28,1,High,Children or Armed Forces,52,Retail,Sales,Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),500
TRAIN_13761,44,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),885
TRAIN_13763,36,0,High,Full-Time,48,Public Administration,Admin Support (include Clerical),Black, All other,Single,Child 18 or older,Native,US,US,US,Single,775
TRAIN_13764,52,1,,Full-Time,0,Medical (except Hospitals),Professional,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Philippines,Philippines,Philippines,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13765,25,1,,Children or Armed Forces,4,Manufacturing (Non-durable),Admin Support (include Clerical),Black, Central or South American,Single,Child 18 or older,Foreign-born (Non-US Citizen),Unknown,Unknown,Unknown,Single,0
TRAIN_13766,24,0,High,Children or Armed Forces,52,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Single,500
TRAIN_13767,40,0,High,Children or Armed Forces,52,Wholesale,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),692
TRAIN_13770,18,1,,Children or Armed Forces,26,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_13772,37,0,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Single,1075
TRAIN_13773,27,0,,Children or Armed Forces,48,Other professional services,Professional,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_13774,41,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13775,19,0,High,Full-Time,11,Retail,Handlers/Cleaners,Other, All other,Single,Child 18 or older,Native,US,Unknown,Unknown,Nonfiler,1750
TRAIN_13776,24,1,,Full-Time,12,Education,Management,White, All other,Single,Nonrelative of householder,Native,US,US,US,Nonfiler,500
TRAIN_13778,68,0,,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Married,Householder,Native,US,Mexico,Mexico,Married Filling Jointly one over 65 & one under 65 (MFJ),0
TRAIN_13779,33,1,,Full-Time,52,Education,Professional,White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Portugal,Portugal,Portugal,Married Filling Jointly both under 65 (MFJ),500
TRAIN_13780,61,1,,Children or Armed Forces,24,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13782,55,0,Elementary(1-6),Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Married,Other relative of householder,Native,US,US,US,Nonfiler,0
TRAIN_13784,28,0,High,Children or Armed Forces,39,Business & Repair,Craft & Repair,White, All other,Divorced,Householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Head of Household (HOH),650
TRAIN_13786,59,0,,Children or Armed Forces,52,Public Administration,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_13788,47,0,High,Children or Armed Forces,52,Communications,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1950
TRAIN_13789,59,1,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_13790,57,0,High,Children or Armed Forces,52,Utilities & Sanitary,Transportation,White, All other,Widowed,Householder,Native,US,US,Ireland,Single,1100
TRAIN_13791,37,1,,Full-Time,52,Agriculture,Farming & Forestry & Fishing,White, All other,Divorced,Householder,Native,US,US,US,Single,1025
TRAIN_13792,60,1,,Children or Armed Forces,52,Medical (except Hospitals),Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),825
TRAIN_13793,29,0,High,Children or Armed Forces,40,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Single,900
TRAIN_13794,36,1,,Children or Armed Forces,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13795,26,1,,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Divorced,Child 18 or older,Native,US,US,US,Single,750
TRAIN_13797,41,1,,Children or Armed Forces,52,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_13798,54,1,,Full-Time,52,Wholesale,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13799,38,1,,Full-Time,52,Finance Insurance & Real Estate,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13800,46,1,,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1667
TRAIN_13802,51,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13805,20,0,,Children or Armed Forces,52,Entertainment,Professional,White, All other,Single,Child 18 or older,Native,US,US,US,Single,600
TRAIN_13806,41,0,,Children or Armed Forces,52,Hospitals,Farming & Forestry & Fishing,Black, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_13807,59,1,High,Children or Armed Forces,52,Social Services,Professional,White, All other,Divorced,Householder,Native,US,US,Unknown,Head of Household (HOH),425
TRAIN_13808,41,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Child 18 or older,Native,US,US,US,Single,1450
TRAIN_13810,45,1,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,635
TRAIN_13811,28,1,,Children or Armed Forces,51,Public Administration,Professional,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_13813,49,1,,Full-Time,52,Other professional services,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_13814,24,0,High,Part-Time (Usually Part-Time),26,Manufacturing (Durable),Transportation,White, All other,Single,Child 18 or older,Native,US,US,US,Single,700
TRAIN_13815,36,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13817,50,1,High,Children or Armed Forces,48,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_13818,20,1,,Full-Time,52,Retail,Sales,Asian/Pacific, All other,Single,Child 18 or older,Foreign-born (Non-US Citizen),Philippines,Philippines,Philippines,Single,575
TRAIN_13819,25,0,,Full-Time,52,Construction,Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single,700
TRAIN_13821,46,1,,Children or Armed Forces,52,Hospitals,Technicians & Support,Black, All other,Divorced,Householder,Native,US,US,US,Single,1000
TRAIN_13822,52,0,,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13824,25,0,,Children or Armed Forces,0,Other professional services,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Nonfiler,0
TRAIN_13825,22,1,,Children or Armed Forces,42,Transportation,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),800
TRAIN_13826,39,0,High,Children or Armed Forces,52,Retail,Sales,White, Mexican-American,Married,Householder,Native,US,Mexico,US,Married Filling Jointly both under 65 (MFJ),925
TRAIN_13830,47,0,High,Children or Armed Forces,0,Manufacturing (Durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13832,29,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,1050
TRAIN_13833,40,1,Baby,Children or Armed Forces,0,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13834,44,1,High,Choice Part-Time,49,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_13837,38,0,High,Children or Armed Forces,52,Construction,Craft & Repair,White, Mexican-American,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1500
TRAIN_13838,45,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1269
TRAIN_13839,35,1,High,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13840,55,1,,Children or Armed Forces,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_13841,33,0,High,Children or Armed Forces,44,Manufacturing (Non-durable),Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),713
TRAIN_13842,28,0,High,Full-Time,52,Retail,Services,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single,566
TRAIN_13844,26,1,,Children or Armed Forces,20,Hospitals,Professional,White, All other,Single,Householder,Native,US,US,US,Single,1550
TRAIN_13845,25,1,,Children or Armed Forces,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,600
TRAIN_13846,27,1,,Full-Time,52,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1460
TRAIN_13847,31,1,High,Children or Armed Forces,44,Construction,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13848,25,1,High,Children or Armed Forces,52,Wholesale,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),700
TRAIN_13849,24,1,High,Children or Armed Forces,52,Medical (except Hospitals),Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),600
TRAIN_13850,67,1,High,Children or Armed Forces,52,Retail,Sales,White, All other,Divorced,Householder,Native,US,Italy,Italy,Single,535
TRAIN_13851,29,0,High,Full-Time,52,Business & Repair,Craft & Repair,White, Other Spanish,Single,Householder,Native,US,US,US,Head of Household (HOH),700
TRAIN_13852,49,0,,Full-Time,52,Medical (except Hospitals),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1500
TRAIN_13853,28,1,,Full-Time,52,Education,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,650
TRAIN_13854,20,1,,Children or Armed Forces,52,Hospitals,Admin Support (include Clerical),White, Mexican-American,Single,Child 18 or older,Native,US,US,US,Single,425
TRAIN_13856,20,1,,Children or Armed Forces,3,Retail,Admin Support (include Clerical),Black, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler,500
TRAIN_13857,49,1,,Full-Time,6,Wholesale,Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single,1121
TRAIN_13858,32,1,,Children or Armed Forces,26,Hospitals,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1350
TRAIN_13859,31,1,High,Children or Armed Forces,52,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13860,31,1,,Children or Armed Forces,52,Manufacturing (Non-durable),Admin Support (include Clerical),Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),840
TRAIN_13862,33,0,,Part-Time (Usually Part-Time),52,Agriculture,Farming & Forestry & Fishing,White, Central or South American,Married (Spouse Absent),Nonrelative of householder,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Single,500
TRAIN_13863,49,0,,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13864,53,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ),0
TRAIN_13865,61,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13866,35,0,Elementary(1-6),Full-Time,52,Business & Repair,Handlers/Cleaners,White, Central or South American,Married,Householder,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Married Filling Jointly both under 65 (MFJ),450
TRAIN_13867,31,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Asian/Pacific, All other,Married,Other relative of householder,Foreign-born (Non-US Citizen),China,China,China,Married Filling Jointly both under 65 (MFJ),800
TRAIN_13868,46,1,,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Single,Householder,Native,US,US,US,Single,475
TRAIN_13869,23,0,,Choice Part-Time,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_13870,31,0,High,Children or Armed Forces,42,Retail,Sales,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single,600
TRAIN_13871,23,1,,Children or Armed Forces,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),571
TRAIN_13872,46,1,,Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_13877,49,1,High,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),775
TRAIN_13878,57,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),700
TRAIN_13879,57,1,,Choice Part-Time,48,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ),600
TRAIN_13880,51,1,High,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_13883,27,0,,Full-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1170
TRAIN_13884,31,1,,Full-Time,52,Medical (except Hospitals),Technicians & Support,Black, All other,Single,Householder,Native (Born Abroad),Germany,US,US,Single,1800
TRAIN_13885,20,1,,Children or Armed Forces,15,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_13886,18,0,High,Full-Time,38,Business & Repair,Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single,500
TRAIN_13887,28,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, Central or South American,Married (Spouse Absent),Other relative of householder,Foreign-born (Non-US Citizen),Unknown,Unknown,Unknown,Nonfiler,0
TRAIN_13888,70,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single,0
TRAIN_13889,30,0,High,Children or Armed Forces,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2100
TRAIN_13890,20,1,,Full-Time,4,Retail,Management,Black, All other,Single,Householder,Native,US,US,US,Nonfiler,400
TRAIN_13891,27,0,High,Children or Armed Forces,52,Transportation,Transportation,White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_13892,44,1,,Full-Time,52,Social Services,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_13893,36,0,Elementary(1-6),Children or Armed Forces,52,Construction,Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Other relative of householder,Foreign-born (Naturalized US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_13896,18,1,High,Choice Part-Time,12,Personal Services (except Private Household),Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,565
